27;768,79;
55;768,79;
57;768,79;
59;768,79;
61;768,79;769,79;
61;769,79;
98;768,79;
113;769,79;
118;768,80;
144;769,80;
167;768,80;
197;768,80;
198;768,80;
200;768,80;
203;768,80;
204;768,80;
206;768,80;
208;768,80;
210;768,80;
212;769,80;
326;768,79;
356;768,79;
358;768,79;
360;768,79;
362;768,79;
364;768,79;
366;768,79;
368;768,79;
370;768,79;
372;768,79;
374;768,79;
376;768,79;
378;768,79;
380;768,79;
382;768,79;
384;768,79;
386;768,79;
388;768,79;
390;768,79;
392;768,79;
394;768,79;
396;768,79;
397;768,79;
400;768,79;
401;768,79;
403;768,79;
405;768,79;
407;768,79;
409;769,79;
434;768,79;
451;769,79;
476;768,80;
492;769,80;
493;768,79;
524;768,79;
527;768,79;
529;768,79;
531;768,79;
533;768,79;
535;768,79;
537;768,79;
539;768,79;
541;768,79;
543;768,79;
545;768,79;769,79;
545;769,79;
556;768,80;
587;768,80;
589;768,79;
591;769,80;
619;768,79;
621;768,79;
623;768,79;
625;768,79;
627;768,79;
629;768,79;
631;768,79;
633;768,79;
635;768,79;
637;768,79;
639;768,79;
641;768,79;
642;768,79;
644;768,79;
646;768,79;
648;768,79;
650;768,79;
652;768,79;
654;768,79;
656;768,79;
658;768,79;
660;768,79;
661;769,79;
713;1024,448,14;
713;1024,448,14;
714;1024,441,39;
715;1024,432,59;
716;1024,426,77;
717;1024,422,89;
718;1024,419,95;
719;1024,414,105;
720;1024,406,121;
721;1024,398,130;
722;1024,386,137;
723;1024,374,142;1024,368,144;
723;1024,368,144;
724;1024,342,148;
725;1024,323,148;
726;1024,286,143;
727;1024,278,142;
728;1024,271,138;
729;1024,269,130;
730;1024,290,108;
731;1024,408,55;
732;1024,480,39;
733;1024,537,42;
734;1024,607,62;
735;1024,625,70;
736;1024,632,74;
737;1024,634,78;
738;1024,637,81;
739;1024,638,82;
740;1024,638,84;
741;1024,638,85;
742;1024,637,85;
743;1024,633,66;
744;1024,635,36;
745;1024,639,11;
878;256,;
878;256,;
